id,customer_id,assigned_to,file_number,docket_date,file_type,file_status,reference_dealer_id,reference_broker_id,created_at,updated_at,id_customer,city,state,pincode,customer_type,created_at_customer,id_finance,file_id,lan_number,loan_amount,no_of_months,emi_amount,bank_id,area,fc_sc_gst_amount,gap_interest,old_loan_amount,irr_percentage,ls_amount,disbursement_amount,rto_hold_amount,total_amount,company_bank_id,id_payment_in,file_id_payment_in,payment_amount,paid_amount,remaining_amount,round_up,payment_mode,payment_date,payment_from,cheque_bank_name,branch_name,cheque_amount,utr_no,company_bank_id_payment_in,id_payment_out,file_id_payment_out,amount,payment_mode_payment_out,payment_date_payment_out,payment_to,payee_dealer_id,payee_broker_id,bank_account_no,ifsc_code,cheque_bank_name_payment_out,branch_name_payment_out,cheque_amount_payment_out,utr_no_payment_out,company_bank_id_payment_out,status,id_advances,dealer_id,broker_id,advance_date,amount_advances,payment_mode_advances,utr_cheque_number,purpose,file_id_advances,recovery_status,amount_recovered,created_at_advances,updated_at_advances,deleted_at,ml_recommendation,customer_tenure_months,risk_score,loan_burden_score,advance_ratio,overdue_severity,recovery_percentage
3040,304,215,FN-2024-00304,1688342400.0,New Vehicle,Disbursed,516,615.0,1688198400.0,1688716800.0,304,Bhopal,Madhya Pradesh,462001,individual,1688112000.0,304,3040,LAN864341,500000,48,13181,15,Central Area,5000,2718,100000,12.06,3898,488384,10000,502718,3,876,3040,13181,13181,0,0,Missing,1693353600.0,Missing,Missing,Missing,0,UTRIN8470808,3,304,3040,488384,DD,1688601600.0,Dealer,516,615,5579761918,BANK0002061,Missing,Missing,0,UTROUT6375513,3,completed,304,516,615.0,1672617600.0,20000,cash,ADV769975,Dealer commission advance,3040,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Likely Approved,35,1,0.026362,0.04,0.0,100.0
3040,304,215,FN-2024-00304,1688342400.0,New Vehicle,Disbursed,516,615.0,1688198400.0,1688716800.0,304,Bhopal,Madhya Pradesh,462001,individual,1688112000.0,304,3040,LAN864341,500000,48,13181,15,Central Area,5000,2718,100000,12.06,3898,488384,10000,502718,3,877,3040,13181,13181,0,0,Missing,1695945600.0,Missing,Missing,Missing,0,UTRIN1788429,3,304,3040,488384,DD,1688601600.0,Dealer,516,615,5579761918,BANK0002061,Missing,Missing,0,UTROUT6375513,3,completed,304,516,615.0,1672617600.0,20000,cash,ADV769975,Dealer commission advance,3040,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Likely Approved,35,1,0.026362,0.04,0.0,100.0
3040,304,215,FN-2024-00304,1688342400.0,New Vehicle,Disbursed,516,615.0,1688198400.0,1688716800.0,304,Bhopal,Madhya Pradesh,462001,individual,1688112000.0,304,3040,LAN864341,500000,48,13181,15,Central Area,5000,2718,100000,12.06,3898,488384,10000,502718,3,878,3040,13181,13181,0,0,Missing,1698537600.0,Missing,Missing,Missing,0,UTRIN3479789,3,304,3040,488384,DD,1688601600.0,Dealer,516,615,5579761918,BANK0002061,Missing,Missing,0,UTROUT6375513,3,completed,304,516,615.0,1672617600.0,20000,cash,ADV769975,Dealer commission advance,3040,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Likely Approved,35,1,0.026362,0.04,0.0,100.0
3050,305,205,FN-2024-00305,1693008000.0,Renewal,Completed,501,605.0,1692842400.0,1693188000.0,305,Jaipur,Rajasthan,302001,business,1692756000.0,305,3050,LAN202108,800000,48,22301,8,Pending Area,8000,1187,0,15.09,131,790682,10000,801187,2,879,3050,22301,22301,0,0,Missing,1695427200.0,Missing,Missing,Missing,0,UTRIN8096065,2,305,3050,790682,UPI,1693267200.0,Other,501,605,6594194666,BANK0009354,Missing,Missing,0,UTROUT7553290,2,pending,305,501,605.0,1691539200.0,50000,cash,ADV951848,Emergency inventory pooling,3050,Partially Recovered,30709,1688932800.0,1689019200.0,0.0,High Risk / Likely Rejected,34,2,0.02787625,0.0625,0.0,61.41799999999999
3050,305,205,FN-2024-00305,1693008000.0,Renewal,Completed,501,605.0,1692842400.0,1693188000.0,305,Jaipur,Rajasthan,302001,business,1692756000.0,305,3050,LAN202108,800000,48,22301,8,Pending Area,8000,1187,0,15.09,131,790682,10000,801187,2,880,3050,22301,18905,3396,0,Missing,1698019200.0,Missing,HDFC Bank,Main Branch,18905,Missing,2,305,3050,790682,UPI,1693267200.0,Other,501,605,6594194666,BANK0009354,Missing,Missing,0,UTROUT7553290,2,pending,305,501,605.0,1691539200.0,50000,cash,ADV951848,Emergency inventory pooling,3050,Partially Recovered,30709,1688932800.0,1689019200.0,0.0,High Risk / Likely Rejected,34,2,0.02787625,0.0625,0.1522801668086633,61.41799999999999
3050,305,205,FN-2024-00305,1693008000.0,Renewal,Completed,501,605.0,1692842400.0,1693188000.0,305,Jaipur,Rajasthan,302001,business,1692756000.0,305,3050,LAN202108,800000,48,22301,8,Pending Area,8000,1187,0,15.09,131,790682,10000,801187,2,881,3050,22301,18068,4233,0,Missing,1700611200.0,Missing,Missing,Missing,0,UTRIN2500390,2,305,3050,790682,UPI,1693267200.0,Other,501,605,6594194666,BANK0009354,Missing,Missing,0,UTROUT7553290,2,pending,305,501,605.0,1691539200.0,50000,cash,ADV951848,Emergency inventory pooling,3050,Partially Recovered,30709,1688932800.0,1689019200.0,0.0,High Risk / Likely Rejected,34,2,0.02787625,0.0625,0.18981211604860768,61.41799999999999
3050,305,205,FN-2024-00305,1693008000.0,Renewal,Completed,501,605.0,1692842400.0,1693188000.0,305,Jaipur,Rajasthan,302001,business,1692756000.0,305,3050,LAN202108,800000,48,22301,8,Pending Area,8000,1187,0,15.09,131,790682,10000,801187,2,882,3050,22301,18729,3572,0,Missing,1703203200.0,Missing,Missing,Missing,0,Missing,2,305,3050,790682,UPI,1693267200.0,Other,501,605,6594194666,BANK0009354,Missing,Missing,0,UTROUT7553290,2,pending,305,501,605.0,1691539200.0,50000,cash,ADV951848,Emergency inventory pooling,3050,Partially Recovered,30709,1688932800.0,1689019200.0,0.0,High Risk / Likely Rejected,34,2,0.02787625,0.0625,0.16017218958791085,61.41799999999999
3060,306,214,FN-2024-00306,1691193600.0,New Vehicle,Completed,505,610.0,1691244000.0,1691848800.0,306,Ahmedabad,Gujarat,380001,business,1691157600.0,306,3060,LAN987729,1200000,48,33020,11,Rejected Area,12000,2161,0,14.38,713,1185126,0,1202161,2,883,3060,33020,3624,29396,0,Missing,1693785600.0,Missing,Missing,Missing,0,UTRIN1346743,2,306,3060,1185126,Cheque,1691625600.0,Customer,505,610,3361923184,BANK0009282,Missing,Missing,0,UTROUT5422047,2,pending,306,505,610.0,1672617600.0,20000,cash,ADV845103,RTO tax clearance advance,3060,Not Recovered,0,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,6,0.027516666666666665,0.016666666666666666,0.8902483343428226,0.0
3060,306,214,FN-2024-00306,1691193600.0,New Vehicle,Completed,505,610.0,1691244000.0,1691848800.0,306,Ahmedabad,Gujarat,380001,business,1691157600.0,306,3060,LAN987729,1200000,48,33020,11,Rejected Area,12000,2161,0,14.38,713,1185126,0,1202161,2,884,3060,33020,0,33020,0,Missing,1696377600.0,Missing,Missing,Missing,0,Missing,2,306,3060,1185126,Cheque,1691625600.0,Customer,505,610,3361923184,BANK0009282,Missing,Missing,0,UTROUT5422047,2,pending,306,505,610.0,1672617600.0,20000,cash,ADV845103,RTO tax clearance advance,3060,Not Recovered,0,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,6,0.027516666666666665,0.016666666666666666,1.0,0.0
3060,306,214,FN-2024-00306,1691193600.0,New Vehicle,Completed,505,610.0,1691244000.0,1691848800.0,306,Ahmedabad,Gujarat,380001,business,1691157600.0,306,3060,LAN987729,1200000,48,33020,11,Rejected Area,12000,2161,0,14.38,713,1185126,0,1202161,2,885,3060,33020,0,33020,0,Missing,1698969600.0,Missing,Missing,Missing,0,Missing,2,306,3060,1185126,Cheque,1691625600.0,Customer,505,610,3361923184,BANK0009282,Missing,Missing,0,UTROUT5422047,2,pending,306,505,610.0,1672617600.0,20000,cash,ADV845103,RTO tax clearance advance,3060,Not Recovered,0,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,6,0.027516666666666665,0.016666666666666666,1.0,0.0
3070,307,202,FN-2026-00307,1678492800.0,Renewal,Cancelled,517,611.0,1678438800.0,1678525200.0,307,Rajkot,Gujarat,360001,business,1678352400.0,307,3070,LAN285938,500000,72,9821,9,Approved Area,5000,1499,0,12.18,4847,488654,10000,501499,2,886,3070,9821,9821,0,0,Missing,1680998400.0,Missing,Missing,Missing,0,UTRIN4274222,2,307,3070,488654,DD,1678838400.0,Broker,517,0,2765338584,BANK0009603,State Bank of India,Corporate Branch,488654,Missing,2,pending,307,517,611.0,1672617600.0,50000,upi,ADV835837,Insurance premium advance,3070,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,Likely Approved,39,0,0.019642,0.1,0.0,100.0
3070,307,202,FN-2026-00307,1678492800.0,Renewal,Cancelled,517,611.0,1678438800.0,1678525200.0,307,Rajkot,Gujarat,360001,business,1678352400.0,307,3070,LAN285938,500000,72,9821,9,Approved Area,5000,1499,0,12.18,4847,488654,10000,501499,2,887,3070,9821,9821,0,0,Missing,1683590400.0,Missing,Missing,Missing,0,Missing,2,307,3070,488654,DD,1678838400.0,Broker,517,0,2765338584,BANK0009603,State Bank of India,Corporate Branch,488654,Missing,2,pending,307,517,611.0,1672617600.0,50000,upi,ADV835837,Insurance premium advance,3070,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,Likely Approved,39,0,0.019642,0.1,0.0,100.0
3080,308,212,FN-2026-00308,1683244800.0,Renewal,Disbursed,519,617.0,1683082800.0,1683860400.0,308,Nagpur,Maharashtra,440001,business,1682996400.0,308,3080,LAN688760,800000,36,27241,14,Central Area,8000,2957,0,13.74,55,788988,5000,802957,2,888,3080,27241,27241,0,0,Missing,1685664000.0,Missing,Missing,Missing,0,Missing,2,308,3080,788988,NEFT,1683504000.0,Customer,519,617,2711946840,BANK0003472,Missing,Missing,0,UTROUT4989543,2,completed,308,519,617.0,1672617600.0,20000,upi,ADV350838,RTO tax clearance advance,3080,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,37,2,0.03405125,0.025,0.0,100.0
3080,308,212,FN-2026-00308,1683244800.0,Renewal,Disbursed,519,617.0,1683082800.0,1683860400.0,308,Nagpur,Maharashtra,440001,business,1682996400.0,308,3080,LAN688760,800000,36,27241,14,Central Area,8000,2957,0,13.74,55,788988,5000,802957,2,889,3080,27241,27241,0,0,Missing,1688256000.0,Missing,Missing,Missing,0,UTRIN5045508,2,308,3080,788988,NEFT,1683504000.0,Customer,519,617,2711946840,BANK0003472,Missing,Missing,0,UTROUT4989543,2,completed,308,519,617.0,1672617600.0,20000,upi,ADV350838,RTO tax clearance advance,3080,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,37,2,0.03405125,0.025,0.0,100.0
3080,308,212,FN-2026-00308,1683244800.0,Renewal,Disbursed,519,617.0,1683082800.0,1683860400.0,308,Nagpur,Maharashtra,440001,business,1682996400.0,308,3080,LAN688760,800000,36,27241,14,Central Area,8000,2957,0,13.74,55,788988,5000,802957,2,890,3080,27241,27241,0,0,Missing,1690848000.0,Missing,Missing,Missing,0,UTRIN1175074,2,308,3080,788988,NEFT,1683504000.0,Customer,519,617,2711946840,BANK0003472,Missing,Missing,0,UTROUT4989543,2,completed,308,519,617.0,1672617600.0,20000,upi,ADV350838,RTO tax clearance advance,3080,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,37,2,0.03405125,0.025,0.0,100.0
3090,309,209,FN-2024-00309,1693180800.0,New Vehicle,Completed,512,611.0,1692871200.0,1693735200.0,309,Nagpur,Maharashtra,440001,individual,1692784800.0,309,3090,LAN236079,300000,48,8411,9,Pending Area,3000,4141,100000,15.41,2853,290006,5000,304141,1,891,3090,8411,8411,0,0,Missing,1695427200.0,Missing,Missing,Missing,0,UTRIN3108060,1,309,3090,290006,RTGS,1693267200.0,Broker,512,0,1467181597,BANK0002876,Punjab National Bank,Corporate Branch,290006,Missing,1,pending,309,512,611.0,1691539200.0,50000,rtgs,ADV831157,Emergency inventory pooling,3090,Not Recovered,0,1688932800.0,1689019200.0,0.0,Likely Approved,34,3,0.028036666666666668,0.16666666666666666,0.0,0.0
3090,309,209,FN-2024-00309,1693180800.0,New Vehicle,Completed,512,611.0,1692871200.0,1693735200.0,309,Nagpur,Maharashtra,440001,individual,1692784800.0,309,3090,LAN236079,300000,48,8411,9,Pending Area,3000,4141,100000,15.41,2853,290006,5000,304141,1,892,3090,8411,8411,0,0,Missing,1698019200.0,Missing,Missing,Missing,0,UTRIN8957610,1,309,3090,290006,RTGS,1693267200.0,Broker,512,0,1467181597,BANK0002876,Punjab National Bank,Corporate Branch,290006,Missing,1,pending,309,512,611.0,1691539200.0,50000,rtgs,ADV831157,Emergency inventory pooling,3090,Not Recovered,0,1688932800.0,1689019200.0,0.0,Likely Approved,34,3,0.028036666666666668,0.16666666666666666,0.0,0.0
3100,310,214,FN-2026-00310,1682380800.0,New Vehicle,Draft,507,611.0,1682344800.0,1682776800.0,310,Jaipur,Rajasthan,302001,individual,1682258400.0,310,3100,LAN243497,500000,60,11479,15,Approved Area,5000,2753,0,13.4,3408,488839,0,502753,2,893,3100,11479,11479,0,0,Missing,1684886400.0,Missing,Missing,Missing,0,Missing,2,310,3100,488839,DD,1682726400.0,Customer,507,0,9968818406,BANK0009959,State Bank of India,Corporate Branch,488839,Missing,2,pending,310,507,611.0,1693872000.0,100000,cheque,ADV196491,Bridge financing for trade-in,3100,Fully Recovered,100000,1691269200.0,1688677200.0,0.0,Likely Approved,38,0,0.022958,0.2,0.0,100.0
3100,310,214,FN-2026-00310,1682380800.0,New Vehicle,Draft,507,611.0,1682344800.0,1682776800.0,310,Jaipur,Rajasthan,302001,individual,1682258400.0,310,3100,LAN243497,500000,60,11479,15,Approved Area,5000,2753,0,13.4,3408,488839,0,502753,2,894,3100,11479,11479,0,0,Missing,1687478400.0,Missing,Missing,Missing,0,UTRIN3034448,2,310,3100,488839,DD,1682726400.0,Customer,507,0,9968818406,BANK0009959,State Bank of India,Corporate Branch,488839,Missing,2,pending,310,507,611.0,1693872000.0,100000,cheque,ADV196491,Bridge financing for trade-in,3100,Fully Recovered,100000,1691269200.0,1688677200.0,0.0,Likely Approved,38,0,0.022958,0.2,0.0,100.0
3100,310,214,FN-2026-00310,1682380800.0,New Vehicle,Draft,507,611.0,1682344800.0,1682776800.0,310,Jaipur,Rajasthan,302001,individual,1682258400.0,310,3100,LAN243497,500000,60,11479,15,Approved Area,5000,2753,0,13.4,3408,488839,0,502753,2,895,3100,11479,11479,0,0,Missing,1690070400.0,Missing,Missing,Missing,0,Missing,2,310,3100,488839,DD,1682726400.0,Customer,507,0,9968818406,BANK0009959,State Bank of India,Corporate Branch,488839,Missing,2,pending,310,507,611.0,1693872000.0,100000,cheque,ADV196491,Bridge financing for trade-in,3100,Fully Recovered,100000,1691269200.0,1688677200.0,0.0,Likely Approved,38,0,0.022958,0.2,0.0,100.0
3110,311,215,FN-2026-00311,1699574400.0,Renewal,Sanctioned,515,610.0,1699372800.0,1699545600.0,311,Pune,Maharashtra,411001,individual,1699286400.0,311,3110,LAN910471,1200000,72,25406,8,Approved Area,12000,2144,200000,15.05,2446,1183410,0,1202144,1,896,3110,25406,25406,0,0,Missing,1701907200.0,Missing,Missing,Missing,0,UTRIN1991043,1,311,3110,1183410,Cheque,1699747200.0,Dealer,515,610,8059102593,BANK0002610,Bank of Baroda,Corporate Branch,1183410,Missing,1,pending,311,515,610.0,1672617600.0,20000,cheque,ADV510022,Bridge financing for trade-in,3110,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,3,0.021171666666666665,0.016666666666666666,0.0,100.0
3110,311,215,FN-2026-00311,1699574400.0,Renewal,Sanctioned,515,610.0,1699372800.0,1699545600.0,311,Pune,Maharashtra,411001,individual,1699286400.0,311,3110,LAN910471,1200000,72,25406,8,Approved Area,12000,2144,200000,15.05,2446,1183410,0,1202144,1,897,3110,25406,25406,0,0,Missing,1704499200.0,Missing,Missing,Missing,0,UTRIN6504438,1,311,3110,1183410,Cheque,1699747200.0,Dealer,515,610,8059102593,BANK0002610,Bank of Baroda,Corporate Branch,1183410,Missing,1,pending,311,515,610.0,1672617600.0,20000,cheque,ADV510022,Bridge financing for trade-in,3110,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,3,0.021171666666666665,0.016666666666666666,0.0,100.0
3110,311,215,FN-2026-00311,1699574400.0,Renewal,Sanctioned,515,610.0,1699372800.0,1699545600.0,311,Pune,Maharashtra,411001,individual,1699286400.0,311,3110,LAN910471,1200000,72,25406,8,Approved Area,12000,2144,200000,15.05,2446,1183410,0,1202144,1,898,3110,25406,25406,0,0,Missing,1707091200.0,Missing,Missing,Missing,0,UTRIN9427002,1,311,3110,1183410,Cheque,1699747200.0,Dealer,515,610,8059102593,BANK0002610,Bank of Baroda,Corporate Branch,1183410,Missing,1,pending,311,515,610.0,1672617600.0,20000,cheque,ADV510022,Bridge financing for trade-in,3110,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,3,0.021171666666666665,0.016666666666666666,0.0,100.0
3120,312,212,FN-2026-00312,1685491200.0,New Vehicle,Completed,520,603.0,1685336400.0,1685941200.0,312,Jodhpur,Rajasthan,342001,individual,1685250000.0,312,3120,LAN616645,1200000,60,27346,12,Approved Area,12000,2145,100000,13.07,4434,1181421,10000,1202145,2,899,3120,27346,27346,0,0,Missing,1687910400.0,Missing,Missing,Missing,0,UTRIN5754781,2,312,3120,1181421,Cheque,1685750400.0,Broker,520,603,9703978426,BANK0009002,Missing,Missing,0,UTROUT1118159,2,pending,312,520,603.0,1672617600.0,50000,upi,ADV527826,Bridge financing for trade-in,3120,Fully Recovered,50000,1701892800.0,1701979200.0,0.0,High Risk / Likely Rejected,36,3,0.022788333333333334,0.041666666666666664,0.0,100.0
3120,312,212,FN-2026-00312,1685491200.0,New Vehicle,Completed,520,603.0,1685336400.0,1685941200.0,312,Jodhpur,Rajasthan,342001,individual,1685250000.0,312,3120,LAN616645,1200000,60,27346,12,Approved Area,12000,2145,100000,13.07,4434,1181421,10000,1202145,2,900,3120,27346,27346,0,0,Missing,1690502400.0,Missing,Missing,Missing,0,UTRIN3275477,2,312,3120,1181421,Cheque,1685750400.0,Broker,520,603,9703978426,BANK0009002,Missing,Missing,0,UTROUT1118159,2,pending,312,520,603.0,1672617600.0,50000,upi,ADV527826,Bridge financing for trade-in,3120,Fully Recovered,50000,1701892800.0,1701979200.0,0.0,High Risk / Likely Rejected,36,3,0.022788333333333334,0.041666666666666664,0.0,100.0
3120,312,212,FN-2026-00312,1685491200.0,New Vehicle,Completed,520,603.0,1685336400.0,1685941200.0,312,Jodhpur,Rajasthan,342001,individual,1685250000.0,312,3120,LAN616645,1200000,60,27346,12,Approved Area,12000,2145,100000,13.07,4434,1181421,10000,1202145,2,901,3120,27346,27346,0,0,Missing,1693094400.0,Missing,Punjab National Bank,Main Branch,27346,Missing,2,312,3120,1181421,Cheque,1685750400.0,Broker,520,603,9703978426,BANK0009002,Missing,Missing,0,UTROUT1118159,2,pending,312,520,603.0,1672617600.0,50000,upi,ADV527826,Bridge financing for trade-in,3120,Fully Recovered,50000,1701892800.0,1701979200.0,0.0,High Risk / Likely Rejected,36,3,0.022788333333333334,0.041666666666666664,0.0,100.0
3120,312,212,FN-2026-00312,1685491200.0,New Vehicle,Completed,520,603.0,1685336400.0,1685941200.0,312,Jodhpur,Rajasthan,342001,individual,1685250000.0,312,3120,LAN616645,1200000,60,27346,12,Approved Area,12000,2145,100000,13.07,4434,1181421,10000,1202145,2,902,3120,27346,27346,0,0,Missing,1695686400.0,Missing,Missing,Missing,0,UTRIN2169016,2,312,3120,1181421,Cheque,1685750400.0,Broker,520,603,9703978426,BANK0009002,Missing,Missing,0,UTROUT1118159,2,pending,312,520,603.0,1672617600.0,50000,upi,ADV527826,Bridge financing for trade-in,3120,Fully Recovered,50000,1701892800.0,1701979200.0,0.0,High Risk / Likely Rejected,36,3,0.022788333333333334,0.041666666666666664,0.0,100.0
3130,313,203,FN-2025-00313,1691020800.0,Used Vehicle,Completed,513,614.0,1690952400.0,1691816400.0,313,Surat,Gujarat,395003,business,1690866000.0,313,3130,LAN868488,800000,72,17463,13,Approved Area,8000,4226,0,16.25,2359,785415,0,804226,3,903,3130,17463,17463,0,0,Missing,1693526400.0,Missing,Missing,Missing,0,UTRIN9324675,3,313,3130,785415,Cash,1691366400.0,Dealer,513,614,1508617313,BANK0008449,Missing,Missing,0,UTROUT3213840,3,pending,313,513,614.0,1672617600.0,50000,rtgs,ADV152113,Bridge financing for trade-in,3130,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,2,0.02182875,0.0625,0.0,100.0
3130,313,203,FN-2025-00313,1691020800.0,Used Vehicle,Completed,513,614.0,1690952400.0,1691816400.0,313,Surat,Gujarat,395003,business,1690866000.0,313,3130,LAN868488,800000,72,17463,13,Approved Area,8000,4226,0,16.25,2359,785415,0,804226,3,904,3130,17463,17463,0,0,Missing,1696118400.0,Missing,Missing,Missing,0,UTRIN7745396,3,313,3130,785415,Cash,1691366400.0,Dealer,513,614,1508617313,BANK0008449,Missing,Missing,0,UTROUT3213840,3,pending,313,513,614.0,1672617600.0,50000,rtgs,ADV152113,Bridge financing for trade-in,3130,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,2,0.02182875,0.0625,0.0,100.0
3130,313,203,FN-2025-00313,1691020800.0,Used Vehicle,Completed,513,614.0,1690952400.0,1691816400.0,313,Surat,Gujarat,395003,business,1690866000.0,313,3130,LAN868488,800000,72,17463,13,Approved Area,8000,4226,0,16.25,2359,785415,0,804226,3,905,3130,17463,17463,0,0,Missing,1698710400.0,Missing,Missing,Missing,0,UTRIN2323150,3,313,3130,785415,Cash,1691366400.0,Dealer,513,614,1508617313,BANK0008449,Missing,Missing,0,UTROUT3213840,3,pending,313,513,614.0,1672617600.0,50000,rtgs,ADV152113,Bridge financing for trade-in,3130,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,34,2,0.02182875,0.0625,0.0,100.0
3140,314,204,FN-2025-00314,1678060800.0,Used Vehicle,Login,509,611.0,1678132800.0,1678305600.0,314,Pune,Maharashtra,411001,individual,1678046400.0,314,3140,LAN235158,300000,60,7328,15,Central Area,3000,1339,0,16.21,3507,292154,5000,301339,1,906,3140,7328,0,7328,0,Missing,1680652800.0,Missing,Missing,Missing,0,UTRIN7726711,1,314,3140,292154,Cheque,1678492800.0,Other,509,0,3383006544,BANK0007350,Missing,Missing,0,UTROUT4874996,1,pending,314,509,611.0,1672617600.0,20000,rtgs,ADV616892,Dealer commission advance,3140,Not Recovered,0,1672700400.0,1672866000.0,0.0,Likely Approved,39,2,0.024426666666666666,0.06666666666666667,1.0,0.0
3140,314,204,FN-2025-00314,1678060800.0,Used Vehicle,Login,509,611.0,1678132800.0,1678305600.0,314,Pune,Maharashtra,411001,individual,1678046400.0,314,3140,LAN235158,300000,60,7328,15,Central Area,3000,1339,0,16.21,3507,292154,5000,301339,1,907,3140,7328,0,7328,0,Missing,1683244800.0,Missing,HDFC Bank,Main Branch,0,Missing,1,314,3140,292154,Cheque,1678492800.0,Other,509,0,3383006544,BANK0007350,Missing,Missing,0,UTROUT4874996,1,pending,314,509,611.0,1672617600.0,20000,rtgs,ADV616892,Dealer commission advance,3140,Not Recovered,0,1672700400.0,1672866000.0,0.0,Likely Approved,39,2,0.024426666666666666,0.06666666666666667,1.0,0.0
3150,315,211,FN-2024-00315,1679875200.0,Renewal,Draft,505,611.0,1679853600.0,1680026400.0,315,Pune,Maharashtra,411001,individual,1679767200.0,315,3150,LAN242737,500000,36,17499,1,Central Area,5000,2256,0,15.68,3051,489693,10000,502256,1,908,3150,17499,17499,0,0,Missing,1682380800.0,Missing,Missing,Missing,0,UTRIN2012566,1,315,3150,489693,Cheque,1680220800.0,Other,505,611,8943702454,BANK0005977,Missing,Missing,0,UTROUT8618893,1,pending,315,505,611.0,1696377600.0,80000,upi,ADV418692,Emergency inventory pooling,3150,Partially Recovered,54071,1693864800.0,1693951200.0,0.0,Needs Manual Review,39,1,0.034998,0.16,0.0,67.58875
3150,315,211,FN-2024-00315,1679875200.0,Renewal,Draft,505,611.0,1679853600.0,1680026400.0,315,Pune,Maharashtra,411001,individual,1679767200.0,315,3150,LAN242737,500000,36,17499,1,Central Area,5000,2256,0,15.68,3051,489693,10000,502256,1,909,3150,17499,13615,3884,0,Missing,1684972800.0,Missing,Missing,Missing,0,UTRIN6601298,1,315,3150,489693,Cheque,1680220800.0,Other,505,611,8943702454,BANK0005977,Missing,Missing,0,UTROUT8618893,1,pending,315,505,611.0,1696377600.0,80000,upi,ADV418692,Emergency inventory pooling,3150,Partially Recovered,54071,1693864800.0,1693951200.0,0.0,Needs Manual Review,39,1,0.034998,0.16,0.2219555403165895,67.58875
3160,316,205,FN-2026-00316,1699056000.0,New Vehicle,Disbursed,508,610.0,1699074000.0,1699851600.0,316,Mumbai,Maharashtra,400001,individual,1698987600.0,316,3160,LAN714812,800000,48,20293,4,Central Area,8000,4593,0,10.01,948,786459,5000,804593,2,910,3160,20293,20293,0,0,Missing,1701648000.0,Missing,Missing,Missing,0,UTRIN2515780,2,316,3160,786459,RTGS,1699488000.0,Customer,508,610,2357994892,BANK0007893,Missing,Missing,0,UTROUT9234757,2,completed,316,508,610.0,1672617600.0,20000,rtgs,ADV446351,Bridge financing for trade-in,3160,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,2,0.02536625,0.025,0.0,100.0
3160,316,205,FN-2026-00316,1699056000.0,New Vehicle,Disbursed,508,610.0,1699074000.0,1699851600.0,316,Mumbai,Maharashtra,400001,individual,1698987600.0,316,3160,LAN714812,800000,48,20293,4,Central Area,8000,4593,0,10.01,948,786459,5000,804593,2,911,3160,20293,20293,0,0,Missing,1704240000.0,Missing,Missing,Missing,0,Missing,2,316,3160,786459,RTGS,1699488000.0,Customer,508,610,2357994892,BANK0007893,Missing,Missing,0,UTROUT9234757,2,completed,316,508,610.0,1672617600.0,20000,rtgs,ADV446351,Bridge financing for trade-in,3160,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,2,0.02536625,0.025,0.0,100.0
3160,316,205,FN-2026-00316,1699056000.0,New Vehicle,Disbursed,508,610.0,1699074000.0,1699851600.0,316,Mumbai,Maharashtra,400001,individual,1698987600.0,316,3160,LAN714812,800000,48,20293,4,Central Area,8000,4593,0,10.01,948,786459,5000,804593,2,912,3160,20293,20293,0,0,Missing,1706832000.0,Missing,Missing,Missing,0,UTRIN5132400,2,316,3160,786459,RTGS,1699488000.0,Customer,508,610,2357994892,BANK0007893,Missing,Missing,0,UTROUT9234757,2,completed,316,508,610.0,1672617600.0,20000,rtgs,ADV446351,Bridge financing for trade-in,3160,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,2,0.02536625,0.025,0.0,100.0
